Activity ID,WBS Code,Name,Description,Discipline,Activity Type,Location,Equipment Tag,Planned Start,Planned Finish,Duration Days,Planned Progress,Actual Progress,Status,Critical Path
"CIV-PCC-0011","1.0 > 1.1 > 1.1.1 > 1.1.1.2 > 1.1.1.2.1 > 1.1.1.2.1.1","Plain Cement Concrete (PCC) Sub-base Pouring - Blinding Layer","Plain Cement Concrete (PCC) Sub-base Pouring for Blinding Layer located at Electrical Substation (Cable Cellar Vault).","CIVIL","PCC","Electrical Substation - Cable Cellar Vault","","2026-03-10T08:00:00.000Z","2026-03-15T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-REIN-0012","1.0 > 1.1 > 1.1.1 > 1.1.1.2 > 1.1.1.2.1 > 1.1.1.2.1.2","Rebar Cutting, Bending & Fixing - Pedestal Steel Cage","Rebar Cutting, Bending & Fixing for Pedestal Steel Cage located at Control Room & Admin (DCS & ESD System Rack Room).","CIVIL","REINFORCEMENT","Control Room & Admin - DCS & ESD System Rack Room","","2026-03-12T08:00:00.000Z","2026-03-18T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-FORM-0013","1.0 > 1.1 > 1.1.1 > 1.1.1.2 > 1.1.1.2.2","Shuttering & Formwork Assembly - Pocket Former Boxes","Shuttering & Formwork Assembly for Pocket Former Boxes located at Fire Water & Safety Area (Hydrant Ring Main Perimeter).","CIVIL","FORMWORK","Fire Water & Safety Area - Hydrant Ring Main Perimeter","","2026-03-11T08:00:00.000Z","2026-03-18T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-CONC-0014","1.0 > 1.1 > 1.1.1 > 1.1.1.2 > 1.1.1.2.2 > 1.1.1.2.2.1","Structural Concrete Pouring & Curing - Main Raft Slab","Structural Concrete Pouring & Curing for Main Raft Slab located at Compressor Area (Suction Scrubber Pad).","CIVIL","CONCRETE","Compressor Area - Suction Scrubber Pad","","2026-03-15T08:00:00.000Z","2026-03-24T08:00:00.000Z",9,1,1,"COMPLETED",false
"CIV-BACK-0015","1.0 > 1.1 > 1.1.1 > 1.1.1.2 > 1.1.1.2.2 > 1.1.1.2.2.2","Earth Backfilling & Layer Compaction - Foundation Periphery","Earth Backfilling & Layer Compaction for Foundation Periphery located at Process Area (Hydrocarbon Condensate Unit).","CIVIL","BACKFILLING","Process Area - Hydrocarbon Condensate Unit","","2026-03-14T08:00:00.000Z","2026-03-21T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-GROU-0016","1.0 > 1.1 > 1.1.1 > 1.1.1.2 > 1.1.1.2.3","Non-shrink Precision Baseplate Grouting - Sole Plate Pocket","Non-shrink Precision Baseplate Grouting for Sole Plate Pocket located at Process Area (Gas Metering Skid).","CIVIL","GROUTING","Process Area - Gas Metering Skid","","2026-03-15T08:00:00.000Z","2026-03-17T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-CLEA-0017","1.0 > 1.1 > 1.1.1 > 1.1.1.2 > 1.1.1.2.3 > 1.1.1.2.3.1","Site Clearing & Grubbing - Plot Boundary","Site Clearing & Grubbing for Plot Boundary located at Fire Water & Safety Area (Main Diesel Fire Water Pump House).","CIVIL","CLEARING","Fire Water & Safety Area - Main Diesel Fire Water Pump House","","2026-03-14T08:00:00.000Z","2026-03-21T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-EXCA-0018","1.0 > 1.1 > 1.1.1 > 1.1.1.2 > 1.1.1.2.3 > 1.1.1.2.3.2","Bulk & Foundation Excavation - Foundation Pit","Bulk & Foundation Excavation for Foundation Pit located at Fire Water & Safety Area (Deluge Valve Station 01).","CIVIL","EXCAVATION","Fire Water & Safety Area - Deluge Valve Station 01","","2026-03-16T08:00:00.000Z","2026-03-27T08:00:00.000Z",11,1,1,"COMPLETED",false
"CIV-PCC-0019","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.1","Plain Cement Concrete (PCC) Sub-base Pouring - Blinding Layer","Plain Cement Concrete (PCC) Sub-base Pouring for Blinding Layer located at Condensate & Slop Tank Farm (Condensate Storage Tank TK-302).","CIVIL","PCC","Condensate & Slop Tank Farm - Condensate Storage Tank TK-302","","2026-03-14T08:00:00.000Z","2026-03-17T08:00:00.000Z",3,1,1,"COMPLETED",false
"CIV-REIN-0020","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.1 > 1.1.1.3.1.1","Rebar Cutting, Bending & Fixing - Mat Foundation Rebar","Rebar Cutting, Bending & Fixing for Mat Foundation Rebar located at Control Room & Admin (Field Safety Office).","CIVIL","REINFORCEMENT","Control Room & Admin - Field Safety Office","","2026-03-18T08:00:00.000Z","2026-03-23T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-FORM-0021","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.1 > 1.1.1.3.1.2","Shuttering & Formwork Assembly - Pocket Former Boxes","Shuttering & Formwork Assembly for Pocket Former Boxes located at Utility Area (Raw Water Treatment Plant).","CIVIL","FORMWORK","Utility Area - Raw Water Treatment Plant","","2026-03-18T08:00:00.000Z","2026-03-22T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-CONC-0022","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.2","Structural Concrete Pouring & Curing - Equipment Pedestals","Structural Concrete Pouring & Curing for Equipment Pedestals located at Electrical Substation (Battery & UPS Room).","CIVIL","CONCRETE","Electrical Substation - Battery & UPS Room","","2026-03-17T08:00:00.000Z","2026-03-25T08:00:00.000Z",8,1,1,"COMPLETED",false
"CIV-BACK-0023","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.2 > 1.1.1.3.2.1","Earth Backfilling & Layer Compaction - Foundation Periphery","Earth Backfilling & Layer Compaction for Foundation Periphery located at Main Pipe Rack (North-South Spine Corridor).","CIVIL","BACKFILLING","Main Pipe Rack - North-South Spine Corridor","","2026-03-21T08:00:00.000Z","2026-03-25T08:00:00.000Z",4,1,1,"COMPLETED",true
"CIV-GROU-0024","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.2 > 1.1.1.3.2.2","Non-shrink Precision Baseplate Grouting - Sole Plate Pocket","Non-shrink Precision Baseplate Grouting for Sole Plate Pocket located at Main Pipe Rack (Rack Tier 1 (Process Lines)).","CIVIL","GROUTING","Main Pipe Rack - Rack Tier 1 (Process Lines)","","2026-03-21T08:00:00.000Z","2026-03-23T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-CLEA-0025","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.3","Site Clearing & Grubbing - Access Corridor","Site Clearing & Grubbing for Access Corridor located at Oily Water & Storm Drainage (Evaporation Pond Perimeter).","CIVIL","CLEARING","Oily Water & Storm Drainage - Evaporation Pond Perimeter","","2026-03-25T08:00:00.000Z","2026-03-28T08:00:00.000Z",3,1,1,"COMPLETED",false
"CIV-EXCA-0026","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.3 > 1.1.1.3.3.1","Bulk & Foundation Excavation - Foundation Pit","Bulk & Foundation Excavation for Foundation Pit located at Oily Water & Storm Drainage (Oily Water Sewer Lift Station).","CIVIL","EXCAVATION","Oily Water & Storm Drainage - Oily Water Sewer Lift Station","","2026-03-25T08:00:00.000Z","2026-04-05T08:00:00.000Z",11,1,1,"COMPLETED",false
"CIV-PCC-0027","1.0 > 1.1 > 1.1.1 > 1.1.1.3 > 1.1.1.3.3 > 1.1.1.3.3.2","Plain Cement Concrete (PCC) Sub-base Pouring - Levelling Concrete","Plain Cement Concrete (PCC) Sub-base Pouring for Levelling Concrete located at Electrical Substation (Cable Cellar Vault).","CIVIL","PCC","Electrical Substation - Cable Cellar Vault","","2026-03-26T08:00:00.000Z","2026-03-31T08:00:00.000Z",5,1,1,"COMPLETED",true
"CIV-REIN-0028","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.1","Rebar Cutting, Bending & Fixing - Pedestal Steel Cage","Rebar Cutting, Bending & Fixing for Pedestal Steel Cage located at Compressor Area (Compressor Train 2 (C-102)).","CIVIL","REINFORCEMENT","Compressor Area - Compressor Train 2 (C-102)","","2026-03-27T08:00:00.000Z","2026-04-04T08:00:00.000Z",8,1,1,"COMPLETED",false
"CIV-FORM-0029","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.1 > 1.1.2.1.1.1","Shuttering & Formwork Assembly - Pocket Former Boxes","Shuttering & Formwork Assembly for Pocket Former Boxes located at Control Room & Admin (Field Safety Office).","CIVIL","FORMWORK","Control Room & Admin - Field Safety Office","","2026-03-25T08:00:00.000Z","2026-03-30T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-CONC-0030","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.1 > 1.1.2.1.1.2","Structural Concrete Pouring & Curing - Anchor Plinth","Structural Concrete Pouring & Curing for Anchor Plinth located at Condensate & Slop Tank Farm (Condensate Storage Tank TK-302).","CIVIL","CONCRETE","Condensate & Slop Tank Farm - Condensate Storage Tank TK-302","","2026-03-26T08:00:00.000Z","2026-04-03T08:00:00.000Z",8,1,1,"COMPLETED",true
"CIV-BACK-0031","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.2","Earth Backfilling & Layer Compaction - Foundation Periphery","Earth Backfilling & Layer Compaction for Foundation Periphery located at Utility Area (Instrument Air Package).","CIVIL","BACKFILLING","Utility Area - Instrument Air Package","","2026-03-30T08:00:00.000Z","2026-04-05T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-GROU-0032","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.2 > 1.1.2.1.2.1","Non-shrink Precision Baseplate Grouting - Equipment Baseplate","Non-shrink Precision Baseplate Grouting for Equipment Baseplate located at Electrical Substation (Battery & UPS Room).","CIVIL","GROUTING","Electrical Substation - Battery & UPS Room","","2026-03-25T08:00:00.000Z","2026-03-27T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-CLEA-0033","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.2 > 1.1.2.1.2.2","Site Clearing & Grubbing - Excavation Footprint","Site Clearing & Grubbing for Excavation Footprint located at Control Room & Admin (Engineer Workstation Annex).","CIVIL","CLEARING","Control Room & Admin - Engineer Workstation Annex","","2026-03-27T08:00:00.000Z","2026-04-02T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-EXCA-0034","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.3","Bulk & Foundation Excavation - Equipment Pad Footing","Bulk & Foundation Excavation for Equipment Pad Footing located at Utility Area (Raw Water Treatment Plant).","CIVIL","EXCAVATION","Utility Area - Raw Water Treatment Plant","","2026-03-29T08:00:00.000Z","2026-04-07T08:00:00.000Z",9,1,1,"COMPLETED",true
"CIV-PCC-0035","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.3 > 1.1.2.1.3.1","Plain Cement Concrete (PCC) Sub-base Pouring - Levelling Concrete","Plain Cement Concrete (PCC) Sub-base Pouring for Levelling Concrete located at Electrical Substation (415V MCC Switchboard Area).","CIVIL","PCC","Electrical Substation - 415V MCC Switchboard Area","","2026-04-01T08:00:00.000Z","2026-04-05T08:00:00.000Z",4,1,1,"COMPLETED",true
"CIV-REIN-0036","1.0 > 1.1 > 1.1.2 > 1.1.2.1 > 1.1.2.1.3 > 1.1.2.1.3.2","Rebar Cutting, Bending & Fixing - Plinth Beam Steel","Rebar Cutting, Bending & Fixing for Plinth Beam Steel located at Compressor Area (Compressor Train 1 (C-101)).","CIVIL","REINFORCEMENT","Compressor Area - Compressor Train 1 (C-101)","","2026-04-04T08:00:00.000Z","2026-04-08T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-FORM-0037","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.1","Shuttering & Formwork Assembly - Side Shutters","Shuttering & Formwork Assembly for Side Shutters located at Compressor Area (Suction Scrubber Pad).","CIVIL","FORMWORK","Compressor Area - Suction Scrubber Pad","","2026-03-31T08:00:00.000Z","2026-04-04T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-CONC-0038","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.1 > 1.1.2.2.1.1","Structural Concrete Pouring & Curing - Anchor Plinth","Structural Concrete Pouring & Curing for Anchor Plinth located at Compressor Area (Discharge Cooler Bay).","CIVIL","CONCRETE","Compressor Area - Discharge Cooler Bay","","2026-04-05T08:00:00.000Z","2026-04-13T08:00:00.000Z",8,1,1,"COMPLETED",false
"CIV-BACK-0039","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.1 > 1.1.2.2.1.2","Earth Backfilling & Layer Compaction - Foundation Periphery","Earth Backfilling & Layer Compaction for Foundation Periphery located at Electrical Substation (6.6kV Switchgear Room).","CIVIL","BACKFILLING","Electrical Substation - 6.6kV Switchgear Room","","2026-04-01T08:00:00.000Z","2026-04-04T08:00:00.000Z",3,1,1,"COMPLETED",false
"CIV-GROU-0040","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.2","Non-shrink Precision Baseplate Grouting - Column Base","Non-shrink Precision Baseplate Grouting for Column Base located at Condensate & Slop Tank Farm (Slop Oil Sump Vessel).","CIVIL","GROUTING","Condensate & Slop Tank Farm - Slop Oil Sump Vessel","","2026-04-04T08:00:00.000Z","2026-04-06T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-CLEA-0041","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.2 > 1.1.2.2.2.1","Site Clearing & Grubbing - Plot Boundary","Site Clearing & Grubbing for Plot Boundary located at Fire Water & Safety Area (Foam Proportioner Skid).","CIVIL","CLEARING","Fire Water & Safety Area - Foam Proportioner Skid","","2026-04-09T08:00:00.000Z","2026-04-16T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-EXCA-0042","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.2 > 1.1.2.2.2.2","Bulk & Foundation Excavation - Trench Line","Bulk & Foundation Excavation for Trench Line located at Fire Water & Safety Area (Deluge Valve Station 01).","CIVIL","EXCAVATION","Fire Water & Safety Area - Deluge Valve Station 01","","2026-04-08T08:00:00.000Z","2026-04-18T08:00:00.000Z",10,1,1,"COMPLETED",false
"CIV-PCC-0043","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.3","Plain Cement Concrete (PCC) Sub-base Pouring - Under-slab Base","Plain Cement Concrete (PCC) Sub-base Pouring for Under-slab Base located at Condensate & Slop Tank Farm (Slop Oil Sump Vessel).","CIVIL","PCC","Condensate & Slop Tank Farm - Slop Oil Sump Vessel","","2026-04-07T08:00:00.000Z","2026-04-11T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-REIN-0044","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.3 > 1.1.2.2.3.1","Rebar Cutting, Bending & Fixing - Pedestal Steel Cage","Rebar Cutting, Bending & Fixing for Pedestal Steel Cage located at Condensate & Slop Tank Farm (Condensate Storage Tank TK-302).","CIVIL","REINFORCEMENT","Condensate & Slop Tank Farm - Condensate Storage Tank TK-302","","2026-04-11T08:00:00.000Z","2026-04-19T08:00:00.000Z",8,1,1,"COMPLETED",false
"CIV-FORM-0045","1.0 > 1.1 > 1.1.2 > 1.1.2.2 > 1.1.2.2.3 > 1.1.2.2.3.2","Shuttering & Formwork Assembly - Pedestal Formwork","Shuttering & Formwork Assembly for Pedestal Formwork located at Main Pipe Rack (East-West Offsite Header).","CIVIL","FORMWORK","Main Pipe Rack - East-West Offsite Header","","2026-04-09T08:00:00.000Z","2026-04-13T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-CONC-0046","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.1","Structural Concrete Pouring & Curing - Main Raft Slab","Structural Concrete Pouring & Curing for Main Raft Slab located at Fire Water & Safety Area (Hydrant Ring Main Perimeter).","CIVIL","CONCRETE","Fire Water & Safety Area - Hydrant Ring Main Perimeter","","2026-04-13T08:00:00.000Z","2026-04-19T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-BACK-0047","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.1 > 1.1.2.3.1.1","Earth Backfilling & Layer Compaction - Cable Trench","Earth Backfilling & Layer Compaction for Cable Trench located at Control Room & Admin (Engineer Workstation Annex).","CIVIL","BACKFILLING","Control Room & Admin - Engineer Workstation Annex","","2026-04-09T08:00:00.000Z","2026-04-16T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-GROU-0048","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.1 > 1.1.2.3.1.2","Non-shrink Precision Baseplate Grouting - Equipment Baseplate","Non-shrink Precision Baseplate Grouting for Equipment Baseplate located at Electrical Substation (Transformer Yard (TR-01 / TR-02)).","CIVIL","GROUTING","Electrical Substation - Transformer Yard (TR-01 / TR-02)","","2026-04-15T08:00:00.000Z","2026-04-18T08:00:00.000Z",3,1,1,"COMPLETED",false
"CIV-CLEA-0049","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.2","Site Clearing & Grubbing - Excavation Footprint","Site Clearing & Grubbing for Excavation Footprint located at Utility Area (Cooling Water Circulation Basin).","CIVIL","CLEARING","Utility Area - Cooling Water Circulation Basin","","2026-04-10T08:00:00.000Z","2026-04-15T08:00:00.000Z",5,1,1,"COMPLETED",true
"CIV-EXCA-0050","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.2 > 1.1.2.3.2.1","Bulk & Foundation Excavation - Sump Basin","Bulk & Foundation Excavation for Sump Basin located at Utility Area (Fuel Gas Conditioning Skid).","CIVIL","EXCAVATION","Utility Area - Fuel Gas Conditioning Skid","","2026-04-11T08:00:00.000Z","2026-04-22T08:00:00.000Z",11,1,1,"COMPLETED",false
"CIV-PCC-0051","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.2 > 1.1.2.3.2.2","Plain Cement Concrete (PCC) Sub-base Pouring - Levelling Concrete","Plain Cement Concrete (PCC) Sub-base Pouring for Levelling Concrete located at Main Pipe Rack (East-West Offsite Header).","CIVIL","PCC","Main Pipe Rack - East-West Offsite Header","","2026-04-18T08:00:00.000Z","2026-04-23T08:00:00.000Z",5,1,1,"COMPLETED",true
"CIV-REIN-0052","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.3","Rebar Cutting, Bending & Fixing - Pedestal Steel Cage","Rebar Cutting, Bending & Fixing for Pedestal Steel Cage located at Control Room & Admin (DCS & ESD System Rack Room).","CIVIL","REINFORCEMENT","Control Room & Admin - DCS & ESD System Rack Room","","2026-04-13T08:00:00.000Z","2026-04-18T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-FORM-0053","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.3 > 1.1.2.3.3.1","Shuttering & Formwork Assembly - Side Shutters","Shuttering & Formwork Assembly for Side Shutters located at Electrical Substation (Transformer Yard (TR-01 / TR-02)).","CIVIL","FORMWORK","Electrical Substation - Transformer Yard (TR-01 / TR-02)","","2026-04-17T08:00:00.000Z","2026-04-23T08:00:00.000Z",6,1,1,"COMPLETED",true
"CIV-CONC-0054","1.0 > 1.1 > 1.1.2 > 1.1.2.3 > 1.1.2.3.3 > 1.1.2.3.3.2","Structural Concrete Pouring & Curing - Equipment Pedestals","Structural Concrete Pouring & Curing for Equipment Pedestals located at Compressor Area (Compressor Train 1 (C-101)).","CIVIL","CONCRETE","Compressor Area - Compressor Train 1 (C-101)","","2026-04-15T08:00:00.000Z","2026-04-20T08:00:00.000Z",5,1,1,"COMPLETED",false
"CIV-BACK-0055","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.1","Earth Backfilling & Layer Compaction - Grade Slab Sub-base","Earth Backfilling & Layer Compaction for Grade Slab Sub-base located at Fire Water & Safety Area (Main Diesel Fire Water Pump House).","CIVIL","BACKFILLING","Fire Water & Safety Area - Main Diesel Fire Water Pump House","","2026-04-20T08:00:00.000Z","2026-04-23T08:00:00.000Z",3,1,1,"COMPLETED",false
"CIV-GROU-0056","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.1 > 1.1.3.1.1.1","Non-shrink Precision Baseplate Grouting - Sole Plate Pocket","Non-shrink Precision Baseplate Grouting for Sole Plate Pocket located at Process Area (Gas Metering Skid).","CIVIL","GROUTING","Process Area - Gas Metering Skid","","2026-04-16T08:00:00.000Z","2026-04-18T08:00:00.000Z",2,1,1,"COMPLETED",false
"CIV-CLEA-0057","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.1 > 1.1.3.1.1.2","Site Clearing & Grubbing - Access Corridor","Site Clearing & Grubbing for Access Corridor located at Fire Water & Safety Area (Hydrant Ring Main Perimeter).","CIVIL","CLEARING","Fire Water & Safety Area - Hydrant Ring Main Perimeter","","2026-04-18T08:00:00.000Z","2026-04-25T08:00:00.000Z",7,1,1,"COMPLETED",false
"CIV-EXCA-0058","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.2","Bulk & Foundation Excavation - Foundation Pit","Bulk & Foundation Excavation for Foundation Pit located at Process Area (Gas Metering Skid).","CIVIL","EXCAVATION","Process Area - Gas Metering Skid","","2026-04-22T08:00:00.000Z","2026-04-28T08:00:00.000Z",6,1,1,"COMPLETED",false
"CIV-PCC-0059","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.2 > 1.1.3.1.2.1","Plain Cement Concrete (PCC) Sub-base Pouring - Levelling Concrete","Plain Cement Concrete (PCC) Sub-base Pouring for Levelling Concrete located at Process Area (Hydrocarbon Condensate Unit).","CIVIL","PCC","Process Area - Hydrocarbon Condensate Unit","","2026-04-19T08:00:00.000Z","2026-04-23T08:00:00.000Z",4,1,1,"COMPLETED",false
"CIV-REIN-0060","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.2 > 1.1.3.1.2.2","Rebar Cutting, Bending & Fixing - Mat Foundation Rebar","Rebar Cutting, Bending & Fixing for Mat Foundation Rebar located at Main Pipe Rack (Rack Tier 1 (Process Lines)).","CIVIL","REINFORCEMENT","Main Pipe Rack - Rack Tier 1 (Process Lines)","","2026-04-25T08:00:00.000Z","2026-05-03T08:00:00.000Z",8,1,1,"COMPLETED",false
"CIV-FORM-0061","1.0 > 1.1 > 1.1.3 > 1.1.3.1 > 1.1.3.1.3","Shuttering & Formwork Assembly - Pedestal Formwork","Shuttering & Formwork Assembly for Pedestal Formwork located at Electrical Substation (6.6kV Switchgear Room).","CIVIL","FORMWORK","Electrical Substation - 6.6kV Switchgear Room","","2026-04-22T08:00:00.000Z","2026-04-27T08:00:00.000Z",5,1,1,"COMPLETED",true
